,economically_inactive_student_including_full_time_students,objectid,all_categories_economic_activity,economically_active_employee_part_time,economically_active_employee_full_time,economically_active_self_employed,economically_active_unemployed,economically_active_full_time_student,economically_inactive_retired,cartodb_id,economically_inactive_looking_after_home_or_family,economically_inactive_long_term_sick_or_disabled,economically_inactive_other,unemployed_age_16_to_24,unemployed_age_50_to_74,unemployed_never_worked,long_term_unemployed,full_time_,part_time_,unemployed,retired_pc,lng,lat,the_geom,Local Authority Code,Local Authority Name,Region/Country Code,Region/Country Name,Supergroup Code,Supergroup Name,Group Code,Group Name,Subgroup Code,Subgroup Name
E00175496,9,168668,204,33,98,12,9,2,6,168668,7,23,5,3,2,0,4,48.0392156862745,16.1764705882353,4.41176470588235,2.94117647058824,-0.806513302,52.02614407,0106000020E6100000010000000103000000010000000B00000050FFDA4CAAD4E9BF27D9B2F572034A4068E03C9A34C9E9BFE893733864034A4071BB8A60E8BCE9BF3AC28B6174034A40FC4BF22A3DBEE9BF59C3390561034A4013EAC56845C4E9BFD22ECCF85D034A40FB38054298C2E9BF72622C0949034A405285A852D7C8E9BF54DC8E6543034A405C34060127CEE9BFA45D1AE121034A407A1C33785DE2E9BF2FADA0A35B034A40A28D370DB6D8E9BFA74086DB77034A4050FFDA4CAAD4E9BF27D9B2F572034A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Private Renting Young Families
E00175417,3,168669,119,13,69,10,7,4,4,168669,6,1,2,0,0,0,1,57.983193277310896,10.924369747899199,5.882352941176469,3.3613445378151297,-0.6934450190000001,52.04364636,0106000020E61000000100000001030000000100000008000000614DF535D524E6BF1B85AFFFB1054A40FA61747A9420E6BF175B2FA79B054A40D622CDB42B27E6BF240D8BA57C054A400B1E4968F032E6BF31D488DD80054A4020B23879D736E6BF613C1D897D054A40A45546A7C03AE6BF4E47250E9F054A40842C0555A92BE6BFA268278FBB054A40614DF535D524E6BF1B85AFFFB1054A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families
E00175414,7,168670,177,26,82,20,4,13,13,168670,5,4,3,2,2,1,0,46.327683615819204,14.689265536723198,2.2598870056497202,7.34463276836158,-0.651910357,52.01880629,0106000020E61000000100000001030000000100000015000000D9054DC2D4F6E4BF85AE8ABB12024A402814412578FEE4BFECD2693215024A40A3A7771C6EF1E4BF72AD7BF551024A401BBD5A51C0EBE4BF00FC8E6155024A409599D63A78EFE4BF4FFBE6F65A024A401F09EA95DBE9E4BFC82772C96A024A40266AE895CDC9E4BF39A303F577024A408969F2D075CBE4BFBE43EAB589024A40D23F1D5806DAE4BF1ABA6DA08B024A408B1100AC66C7E4BFFA4936079C024A408995DC4653CAE4BFD7430CFAA7024A40E197F5CF4EB2E4BF3FF9FDC7A4024A40BD880F7E96B8E4BFBA2F619A6E024A40916727185BBDE4BF9CC95B116B024A4012D712D05ED5E4BFCBCBE4695D024A40112273FF34D3E4BF0FE029864D024A409906988AE9D7E4BFA6C08B5351024A40BCBF98BF96E2E4BFAFF588A829024A40C0203998ECDDE4BF81EA86A020024A40D168E4F0C4EAE4BFAE326F4411024A40D9054DC2D4F6E4BF85AE8ABB12024A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00175495,5,168671,115,10,76,6,7,4,1,168671,4,0,2,1,1,1,4,66.0869565217391,8.69565217391304,6.08695652173913,0.8695652173913041,-0.699538364,52.04816822,0106000020E610000001000000010300000001000000080000009068D765105CE6BF80CBFCCA28064A409BE87172E65BE6BF92B1116625064A402EDF021E565DE6BFEAE441E11F064A4074536BB15A5FE6BF4D4D74D217064A40690088F56F6DE6BF897BF05326064A40CEA0AC56726CE6BF81306F3330064A400DC02B713461E6BF2C803F9C35064A409068D765105CE6BF80CBFCCA28064A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Social Renting New Arrivals
E00175415,11,168672,211,33,116,14,2,11,7,168672,13,2,2,0,1,0,1,54.976303317535496,15.6398104265403,0.9478672985781992,3.3175355450237,-0.7017981529999999,52.03636985,0106000020E6100000010000000103000000010000000A0000003C72C50A3260E6BFE9A37695C7044A40CCB027C2135FE6BF1046A11EB4044A40934F7F01F96AE6BFF9FE5C08A2044A409983A954785EE6BF08692F4B7E044A402534BF5B8C73E6BF781B467874044A405E808BD2AD84E6BF2D7D6A6D8A044A4047DBCEA10C82E6BFB175D4709C044A407477E7C77B7EE6BFFD4B4820BC044A40FB01AA65CE6FE6BF1858B765CC044A403C72C50A3260E6BFE9A37695C7044A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00175494,6,168673,219,34,118,18,6,15,7,168673,10,2,3,0,1,0,3,53.8812785388128,15.5251141552511,2.7397260273972597,3.19634703196347,-0.805578993,51.99840371,0106000020E6100000010000000103000000010000000A0000004489262D08C8E9BF7707FE1FF7FF4940B6FE3F6B07C9E9BF518EC7E5E5FF4940A2D5700E98C1E9BFC5DA20FBE1FF494063A5F38400BDE9BFE8913D72C6FF49400D91345CE7CCE9BFE7EDD4F579FF494059F02FDA38CCE9BF0AE4A45435FF494041F0CC0D4BD3E9BFD8638961B8FF4940906C6A5094CAE9BF1348B085D0FF49405D918307C0D2E9BF9014E7A6FBFF49404489262D08C8E9BF7707FE1FF7FF4940,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00175418,11,168675,148,14,83,10,9,4,2,168675,12,0,3,2,0,0,3,56.0810810810811,9.459459459459461,6.081081081081081,1.35135135135135,-0.694067309,52.04509478,0106000020E6100000010000000103000000010000000C0000001181F02B8C26E6BF0687AEA7EF054A4076B9368C1029E6BF5D7FC41BE4054A40147A014D9321E6BF7B58FE85DF054A40AB96F8FC1C1EE6BF475D1355BE054A40614DF535D524E6BF1B85AFFFB1054A40842C0555A92BE6BFA268278FBB054A40A45546A7C03AE6BF4E47250E9F054A400B7316BFA649E6BFFCEABE89A6054A407ECAD160EE48E6BF6D96B21BBE054A40A40447431E3AE6BFC048596FDB054A40F044EF76F232E6BF969C0CA4EA054A401181F02B8C26E6BF0687AEA7EF054A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Social Renting New Arrivals
E00175498,8,168676,173,15,99,20,4,2,14,168676,7,4,0,1,1,1,2,57.2254335260116,8.67052023121387,2.3121387283237,8.09248554913295,-0.806622052,52.01704344,0106000020E6100000010000000103000000010000000C000000483E70A653E7E9BFD0EAF4B61D024A40058BE32973D8E9BF49A3D7E528024A406BC25B51A3DBE9BF19B69FC045024A40AA1041EF16CBE9BF1F39F9CF54024A40B757C63D69C2E9BFACC210A63A024A403A821B140EC9E9BF05464CD70D024A403A727933FBD0E9BFF10E0EBE02024A40D6AE253AC9CCE9BF4830B3CBED014A408620B2FCB9ECE9BFE6790BD1CF014A401E17E4BD78EDE9BF980613F705024A40DEAFC7ED12E5E9BF0BA0DC070F024A40483E70A653E7E9BFD0EAF4B61D024A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix
E00175419,6,168677,103,6,71,6,2,3,1,168677,5,3,0,0,0,0,1,68.9320388349515,5.825242718446599,1.94174757281553,0.9708737864077671,-0.6907973009999999,52.042036700000004,0106000020E61000000100000001030000000100000009000000A964DEB85418E6BFCBD4379669054A40AA91BFB58511E6BF2F7FA9675B054A40E9FBD2D0231BE6BFE34DFB195C054A40BCC253D7BA17E6BFA608FB2848054A406DFC1C2EBB18E6BF2A00103547054A409138604CF61EE6BF35D2005555054A406598151F711EE6BF6F2E757B66054A4014F462670D25E6BF03F4CBFD6E054A40A964DEB85418E6BFCBD4379669054A40,E06000042,Milton Keynes,E12000008,South East,2,Cosmopolitans,2c,Comfortable Cosmopolitans,2c1,Migrant Families
E00084387,7,168713,232,40,93,27,9,5,40,168713,5,4,2,3,4,1,3,40.0862068965517,17.2413793103448,3.87931034482759,17.2413793103448,-0.787345703,52.05053147,0106000020E61000000100000001030000000100000011000000BF9469D25129E9BFCFC7C95DA4064A40854CFC9C8318E9BFE1CA082B7D064A40985112454719E9BFEC55F0FB65064A4021FB81083531E9BF38FA5CE26F064A4014CC8EB45D2CE9BF10EC2E9F66064A40368189A6082FE9BF59BC067C3D064A40DD43BC9C1D48E9BFE9033D8B2C064A40F791D6217E34E9BF55C8E5444F064A4037114D9C703DE9BF302DEFA25A064A4014B66505253AE9BF01031C3A69064A40076A3F856448E9BFB6503AFD5B064A40E463F5611348E9BF6519BA6B65064A4040AA1B27EA3AE9BFF18F7F1474064A40390BED4E5B47E9BFAB91128695064A40931D5A18973BE9BFE299A57A92064A409A910BD8B12FE9BF9C580714A4064A40BF9469D25129E9BFCFC7C95DA4064A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00084386,12,168714,278,47,111,17,11,15,29,168714,14,18,4,3,1,1,2,39.9280575539568,16.9064748201439,3.9568345323741,10.431654676259,-0.788913636,52.05162006,0106000020E6100000010000000103000000010000000C000000A1EB072DF41EE9BFDEA74945E0064A40B00A2BD3BE26E9BFA8322512B3064A409A910BD8B12FE9BF9C580714A4064A40931D5A18973BE9BFE299A57A92064A40390BED4E5B47E9BFAB91128695064A4040AA1B27EA3AE9BFF18F7F1474064A40E463F5611348E9BF6519BA6B65064A40A7952C28964FE9BFAFF146D669064A401B3D648C085BE9BF891D2AEF98064A40A38627CF6D29E9BF77892400D6064A405B7B3DA9471FE9BFB00F71F0E2064A40A1EB072DF41EE9BFDEA74945E0064A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Private Renting Young Families
E00084385,5,168715,140,15,68,1,10,3,21,168715,5,7,5,4,1,0,2,48.571428571428605,10.7142857142857,7.142857142857139,15.0,-0.780514015,52.05156892,0106000020E6100000010000000103000000010000000D000000BC25A3CE5CFFE8BF750DFC51B9064A40C9884B23A9F9E8BF7D2477C3B7064A4089B8A8217DFCE8BFEA25DEB3A8064A40329D8D66C0F6E8BF98F7A488B8064A400548AE8A98EEE8BF6930A4B9AD064A4040B662FA7BEDE8BF6C76812F8F064A40B1FEB87398FAE8BFD48192BB6A064A407181140943FEE8BF092CEE066F064A403C9E657AC402E9BFE68CF1A486064A40B7925368D90AE9BF8550062CA5064A40CD6889DF3111E9BF06A77473B7064A404928BB59E604E9BFE5148D32C3064A40BC25A3CE5CFFE8BF750DFC51B9064A40,E06000042,Milton Keynes,E12000008,South East,7,Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship
E00084384,11,168717,206,26,104,11,9,5,22,168717,9,6,3,1,2,2,3,50.4854368932039,12.621359223301,4.36893203883495,10.6796116504854,-0.783832896,52.05274278,0106000020E6100000010000000103000000010000000C00000068A24652D302E9BF401BC3EAD5064A404928BB59E604E9BFE5148D32C3064A40CD6889DF3111E9BF06A77473B7064A40B7925368D90AE9BF8550062CA5064A404EA4589D1116E9BFE73DE02295064A40BF9469D25129E9BFCFC7C95DA4064A409A910BD8B12FE9BF9C580714A4064A40B00A2BD3BE26E9BFA8322512B3064A40A1EB072DF41EE9BFDEA74945E0064A405B7B3DA9471FE9BFB00F71F0E2064A40251460825E09E9BF33DC4080FF064A4068A24652D302E9BF401BC3EAD5064A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Private Renting Young Families
E00084383,6,168719,215,29,94,15,13,5,27,168719,15,5,6,2,2,2,4,43.720930232558096,13.4883720930233,6.04651162790698,12.558139534883699,-0.778029339,52.05310338,0106000020E6100000010000000103000000010000000F00000022C537D096CFE8BF9E73E26FE8064A40A0C1D20FEFC7E8BF862910C3DD064A40AF137B4E3CD2E8BF7C1A2BCCCD064A40C53C11CA0CE1E8BF7DA7BA87CE064A40EF221DCEBEE0E8BF8BB59CCAB1064A400548AE8A98EEE8BF6930A4B9AD064A40329D8D66C0F6E8BF98F7A488B8064A4089B8A8217DFCE8BFEA25DEB3A8064A40C9884B23A9F9E8BF7D2477C3B7064A40BC25A3CE5CFFE8BF750DFC51B9064A40163B11992FF8E8BF59146348CF064A40C681DEA8ACF1E8BFC5DFDB84C5064A406009B2F0D5ECE8BFF754FA62CE064A40874B171402EAE8BF6379CF57E9064A4022C537D096CFE8BF9E73E26FE8064A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Private Renting Young Families
E00084382,8,168720,195,26,99,8,7,12,20,168720,4,11,0,1,3,0,3,50.769230769230795,13.333333333333302,3.58974358974359,10.2564102564103,-0.780700698,52.05391398,0106000020E6100000010000000103000000010000000C000000E5F142DD7AF1E8BF2969A09617074A40874B171402EAE8BF6379CF57E9064A406009B2F0D5ECE8BFF754FA62CE064A40C681DEA8ACF1E8BFC5DFDB84C5064A40163B11992FF8E8BF59146348CF064A40BC25A3CE5CFFE8BF750DFC51B9064A404928BB59E604E9BFE5148D32C3064A4068A24652D302E9BF401BC3EAD5064A40251460825E09E9BF33DC4080FF064A403DDDCAF07AFBE8BF2E0391FD0F074A407062B6838CF2E8BFAA5AB6F11A074A40E5F142DD7AF1E8BF2969A09617074A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Private Renting Young Families
E00084646,16,168791,305,39,133,36,5,20,34,168791,15,0,7,2,3,0,1,43.60655737704921,12.7868852459016,1.6393442622950802,11.1475409836066,-0.779807358,52.025185799999996,0106000020E6100000010000000103000000010000001D00000057C22B32D396E8BFA54A6886A6034A4018E9FCDDB05EE8BFAEF717CFF9024A40DD9D0EEBB533E8BF4C18465514024A407C26CA84D91BE8BFB5EFCE75D3014A40CB00C54EF201E8BF04419F57AC014A4009512BCF7508E8BF22C8C58C9A014A40DAB684871B2AE8BF880DA2C1CF014A40180395897661E8BF0945ED8624024A40781516EF5963E8BF35491D3B27024A4064534CE5F19AE8BF7F29D15F80024A403238FB0747AFE8BF2A576E04A2024A40C613F832CAB7E8BF2F11EDA6AE024A4092EF3F4D77DEE8BF162DCA3BE9024A4004832EC29509E9BFB2536AA624034A40A921DCA2A01DE9BF961C5F7042034A40CDEAC014262DE9BF66FA8E925E034A4097BAF82FA92FE9BF0E40BB3563034A4016585D68CE2FE9BF6304D27F63034A40947C53372F2DE9BF5C90CE5C72034A407CC336890907E9BF00F520982F034A40A59A4E982901E9BF60D9725558034A40F086A322A6F5E8BFF6734B2251034A4081F2F7CAE7E4E8BF0564662755034A40D4D94C4621E4E8BFF871C1576F034A40A3C055422BD2E8BF3704B93A88034A40218B483363CCE8BFB4742A08A1034A408C2973BBA3C5E8BF3ED0738098034A40D6B6E5B067AAE8BF5CEF5E00E2034A4057C22B32D396E8BFA54A6886A6034A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084647,4,168793,141,16,43,13,7,1,44,168793,3,6,4,1,2,0,2,30.4964539007092,11.347517730496499,4.9645390070922,31.2056737588652,-0.7892702359999999,52.03013569,0106000020E61000000100000001030000000100000009000000CE27E55E6E3CE9BF7CA04130F0034A40F4CCBA2F7A29E9BF577DCCFBED034A400AA8A0F3AA25E9BFD5DE9366A5034A40B73A39D19132E9BF60373B3BB7034A408F344EB1A33DE9BFE4CA4550E6034A407EEF7DA6FF4AE9BF4F1256C9B5034A4086D93C912050E9BFF0B46084BF034A405F4E5A129245E9BF5433DA3EFD034A40CE27E55E6E3CE9BF7CA04130F0034A40,E06000042,Milton Keynes,E12000008,South East,7,Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship
E00084644,5,168795,285,39,122,9,21,7,20,168795,9,50,3,5,7,3,14,42.8070175438597,13.684210526315802,7.36842105263158,7.017543859649121,-0.794341077,52.03222781,0106000020E61000000100000001030000000100000009000000AD1F68BEF056E9BFAAF6C54627044A40BFD9817B385BE9BFB3659EE806044A40CBDF549A8579E9BF4C9057F209044A409F55C14C1F74E9BFABA1A20727044A4089C63289F188E9BF69EFC86133044A40A0C6C3D8FF6DE9BF794F56F238044A407F2C58196E68E9BF130DFA3048044A403E0C910C9169E9BFBEFE356431044A40AD1F68BEF056E9BFAAF6C54627044A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084645,12,168797,275,41,131,32,13,7,19,168797,8,10,2,3,4,0,6,47.636363636363605,14.909090909090901,4.72727272727273,6.90909090909091,-0.790961914,52.02994713,0106000020E610000001000000010300000001000000110000005F4E5A129245E9BF5433DA3EFD034A4086D93C912050E9BFF0B46084BF034A407EEF7DA6FF4AE9BF4F1256C9B5034A408F344EB1A33DE9BFE4CA4550E6034A40B73A39D19132E9BF60373B3BB7034A400AA8A0F3AA25E9BFD5DE9366A5034A4068976FD78723E9BF315C7CF1A1034A40BEF92CA1E629E9BFD030AEC97A034A40947C53372F2DE9BF5C90CE5C72034A4016585D68CE2FE9BF6304D27F63034A40D789777B143AE9BF89D820C579034A40E518F428C44FE9BF1A3D5088A7034A40AC25D5B2B07EE9BF6852AFFBF8034A40CBDF549A8579E9BF4C9057F209044A40BFD9817B385BE9BFB3659EE806044A4027514783C54DE9BF2DC1670215044A405F4E5A129245E9BF5433DA3EFD034A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix
E00084642,3,168798,161,19,76,11,6,4,29,168798,4,5,4,2,1,0,2,47.2049689440994,11.801242236024802,3.72670807453416,18.012422360248397,-0.798468154,52.03507431,0106000020E610000001000000010300000001000000080000000601A4EC5C86E9BF772DC2C864044A401DB50247768CE9BF2EF04A406E044A40C2F37E92FE9FE9BF4A658B365C044A40E3C238737C95E9BF8FADAFAA7E044A40E92DE7627398E9BFDDBC2CE2A9044A40FAA998F72F97E9BFD485B410AC044A4026F82083B180E9BF72619AB78D044A400601A4EC5C86E9BF772DC2C864044A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00084643,8,168799,252,42,123,23,12,4,21,168799,12,5,2,3,3,4,2,48.80952380952379,16.6666666666667,4.76190476190476,8.33333333333333,-0.797177149,52.03290703,0106000020E6100000010000000103000000010000000F0000006E2B61DD308EE9BFED7E0F2B3E044A40371BB644687BE9BF59352DB851044A40CA3F033A5B76E9BFA08FD63B46044A40FE9633F04E72E9BF4B3568E04D044A40A0C6C3D8FF6DE9BF794F56F238044A4089C63289F188E9BF69EFC86133044A409F55C14C1F74E9BFABA1A20727044A40CBDF549A8579E9BF4C9057F209044A40AC25D5B2B07EE9BF6852AFFBF8034A40448D9181D38CE9BF73C3196E10044A403E127A0207BAE9BFDF7351DD5B044A404D85A3BA2AB4E9BFF1666BBB6E044A401EAB4D9D87A5E9BF40CFBCCA60044A401862A108039CE9BFBE535D6E45044A406E2B61DD308EE9BFED7E0F2B3E044A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00084640,6,168801,209,34,88,29,4,10,21,168801,9,4,4,0,0,0,1,42.105263157894704,16.2679425837321,1.9138755980861202,10.047846889952199,-0.7874361520000001,52.03237334,0106000020E6100000010000000103000000010000000F000000CCA43ABA2208E9BF319EA5876E044A4008FF61D40010E9BF708EF7085E044A407D73F9C43B10E9BF0237E4632C044A40781B1D216F1AE9BFA539308323044A4057D8C7C2A11DE9BF36DEB14C4A044A4096DCFC88312EE9BFCA42751436044A40815299F9C726E9BF4AA4EFCF1B044A40F4CCBA2F7A29E9BF577DCCFBED034A40CE27E55E6E3CE9BF7CA04130F0034A405F4E5A129245E9BF5433DA3EFD034A4027514783C54DE9BF2DC1670215044A400D30165DF834E9BF1927690A66044A40BC68C1860C28E9BF73FC8AE491044A406BD8B0EEB11CE9BF1BAC65F46C044A40CCA43ABA2208E9BF319EA5876E044A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00084641,14,168803,313,41,148,36,11,17,23,168803,10,6,7,2,2,1,6,47.284345047923296,13.0990415335463,3.51437699680511,7.348242811501599,-0.792513059,52.03530972,0106000020E6100000010000000103000000010000000A000000D7A6C1DE4145E9BF1B367F2B72044A402EAC27DC7763E9BFA8001DA556044A40942E3CAFB96DE9BFD2DEE8307F044A4014C15F0AAC75E9BF65907EA078044A401984F650DE75E9BF81CC00407B044A405EB937606A5AE9BF1FCFA6EDA6044A40FCB5BE8BC06BE9BF077AE45FBE044A404E40E3595C64E9BF6C8F73D8C1044A40A07833198A4BE9BFC0B22F699B044A40D7A6C1DE4145E9BF1B367F2B72044A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084926,5,168877,244,28,115,18,4,6,51,168877,8,9,0,0,1,1,1,47.1311475409836,11.4754098360656,1.6393442622950802,20.901639344262303,-0.760892798,52.00009203,0106000020E61000000100000001030000000100000009000000A39F61007158E8BF4C59D1AB2A004A4060701D29CB4CE8BF511F41EA10004A4054BE2A9CDE4CE8BFA17E688CFEFF4940D8D5FAC8275CE8BF81BA452BD7FF49404DD0D7AC6D65E8BFD93A31CBE3FF49408789D75CD261E8BF46D6148CF7FF494099462A90F065E8BFEE8032FF0B004A40F9AB0BBC485CE8BF7EBD814033004A40A39F61007158E8BF4C59D1AB2A004A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084927,7,168879,186,22,74,16,3,6,45,168879,4,3,6,2,0,1,0,39.7849462365591,11.827956989247301,1.61290322580645,24.1935483870968,-0.763353431,52.00104851,0106000020E61000000100000001030000000100000009000000F9AB0BBC485CE8BF7EBD814033004A4099462A90F065E8BFEE8032FF0B004A40411F0D1B417AE8BF50F0AA2803004A402ED4E1F7A882E8BF53661946EFFF49400FD2F05B7889E8BFD9535849F6FF494071A28BCAAC91E8BFCDCAE69D12004A400F5DA5E9F88CE8BF955C484E1C004A406CDC43071472E8BFA40F124161004A40F9AB0BBC485CE8BF7EBD814033004A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084924,7,168882,227,26,128,23,3,9,19,168882,4,0,8,1,0,2,1,56.3876651982379,11.4537444933921,1.3215859030836998,8.37004405286344,-0.7716877059999999,51.98505578,0106000020E6100000010000000103000000010000000A000000840A3904ECA9E8BFE6C9D77D4BFE49406FFBFD70CEA6E8BF856C81A82AFE4940C3E644B9B9AAE8BF701D0FEC08FE494083CFC4A3A89EE8BFDA37071AE2FD494024096F6FE4ADE8BF8494C6C5CFFD4940BAA93621DBB7E8BFBCAE0833FCFD4940DCFDCB25BBC1E8BF89AF89E528FE4940BB4C214EECB8E8BFBD63AC3634FE49403BF80C0588B4E8BF70DF8C1E50FE4940840A3904ECA9E8BFE6C9D77D4BFE4940,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00084925,8,168885,226,32,126,17,6,3,22,168885,8,3,1,1,0,0,1,55.7522123893805,14.159292035398199,2.65486725663717,9.73451327433628,-0.767940546,51.98543741,0106000020E6100000010000000103000000010000000900000011A1090F6982E8BFE12872A059FE494051576A1E3382E8BFF897B99638FE4940F0D3265BFD80E8BF716039AC03FE494083CFC4A3A89EE8BFDA37071AE2FD4940C3E644B9B9AAE8BF701D0FEC08FE49406FFBFD70CEA6E8BF856C81A82AFE4940A2805FCE1F9EE8BF2F50852921FE494004AC4B963592E8BF3A572F8335FE494011A1090F6982E8BFE12872A059FE4940,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084922,5,168886,233,28,97,20,7,7,52,168886,7,6,4,4,1,0,4,41.6309012875536,12.017167381974199,3.00429184549356,22.3175965665236,-0.77366971,51.98834809,0106000020E6100000010000000103000000010000000C00000035FF56960E9EE8BF8B865643C8FE4940C8D88CEA219DE8BF4B929F75A3FE494058C214C1A5BFE8BF5905540798FE494008B8526518BCE8BFFC3D60B46EFE49408944DACF25B3E8BFC22A73627CFE4940BEF5B7B5AEB0E8BF9CD2E28164FE49406058BE70EAC9E8BFCF506F884DFE49406261A2E670D7E8BF1B44B9F68AFE49402C092DC083DDE8BF44D7882989FE49403825DB5A8AD1E8BFB73623BA8FFE49406DBCC80EFBCFE8BFD1E1A684A2FE494035FF56960E9EE8BF8B865643C8FE4940,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00084923,9,168887,287,31,132,40,12,8,33,168887,10,7,5,6,3,2,4,45.993031358885005,10.801393728223,4.18118466898955,11.498257839721301,-0.7715213809999999,51.98767738,0106000020E6100000010000000103000000010000000D000000C7EC8CA12E99E8BFB6A39225A2FE4940BD24F817A299E8BFF1BD714D6BFE4940840A3904ECA9E8BFE6C9D77D4BFE49403BF80C0588B4E8BF70DF8C1E50FE4940BB4C214EECB8E8BFBD63AC3634FE4940DCFDCB25BBC1E8BF89AF89E528FE49406058BE70EAC9E8BFCF506F884DFE4940BEF5B7B5AEB0E8BF9CD2E28164FE49408944DACF25B3E8BFC22A73627CFE494008B8526518BCE8BFFC3D60B46EFE494058C214C1A5BFE8BF5905540798FE4940C8D88CEA219DE8BF4B929F75A3FE4940C7EC8CA12E99E8BFB6A39225A2FE4940,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00084920,5,168888,247,33,114,24,14,4,30,168888,13,8,2,3,4,0,12,46.15384615384621,13.3603238866397,5.668016194331981,12.145748987854303,-0.761094988,51.99093022,0106000020E6100000010000000103000000010000000F000000F644C63BB923E8BFF61C345FF5FE49401198904B2C20E8BF78E4BA2EF4FE4940DC057BEAB523E8BF15CF41C1E2FE4940BABCE8AB4227E8BFABBD9AE7E3FE494064097601B153E8BFEBA51744C0FE49402E64E63DEE69E8BF386EBA49B7FE4940FF1E66DC3972E8BFBB0573D0E4FE49409EC727450E69E8BF823C74ACF9FE494027D503667A57E8BFD03F5F00CCFE4940C57C0E76894EE8BF070C6334D0FE4940EAD9402DA552E8BF5A2C0E2EDEFE4940690559DD194BE8BF246D9A80EBFE49406D0BBC946D3DE8BF32593276EDFE49404114F5DD6B39E8BFB5A1C183FCFE4940F644C63BB923E8BFF61C345FF5FE4940,E06000042,Milton Keynes,E12000008,South East,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
